1 1 0.352941176470588 0.743718592964824 0.59016393442623 0.353535353535354 0 0.500745156482861 0.234415029888984 0.483333333333333
11 1 0.647058823529412 0.718592964824121 0.770491803278688 0.333333333333333 0.1725768321513 0.545454545454546 0.0751494449188728 0.5
21 1 0 0.658291457286432 0 0 0 0.64381520119225 0.0819812126387703 0.0833333333333333
31 1 0.0588235294117647 0.587939698492462 0.721311475409836 0.242424242424242 0.171394799054373 0.514157973174367 0.138770281810418 0.316666666666667
41 1 0.352941176470588 0.512562814070352 0.672131147540984 0 0 0.459016393442623 0.0435525192143467 0.25
51 1 0.176470588235294 0.537688442211055 0.508196721311475 0.131313131313131 0.0567375886524823 0.341281669150522 0.256191289496157 0.0333333333333333
61 1 0.117647058823529 0.793969849246231 0.737704918032787 0 0 0.470938897168405 0.310418445772844 0.75
71 1 0.0588235294117647 0.5678391959799 0.524590163934426 0.353535353535354 0 0.500745156482861 0.198548249359522 0
81 1 0.0588235294117647 0.64321608040201 0.39344262295082 0.454545454545455 0.229314420803783 0.603576751117735 0.228437233134073 0.05
91 1 0.176470588235294 0.562814070351759 0.60655737704918 0.303030303030303 0 0.470938897168405 0.0508112724167378 0.0666666666666667
101 1 0.235294117647059 0.733668341708543 0.639344262295082 0 0 0.573770491803279 0.188727583262169 0.766666666666667
111 1 0.470588235294118 0.989949748743719 0.60655737704918 0 0 0.385991058122206 0.475234842015372 0.3
121 1 0.823529411764706 0.879396984924623 0.508196721311475 0.303030303030303 0 0.500745156482861 0.0572160546541418 0.283333333333333
131 1 0.529411764705882 0.728643216080402 0.721311475409836 0.343434343434343 0.195035460992908 0.451564828614009 0.295900939368062 0.533333333333333
141 1 0.470588235294118 0.623115577889447 0.622950819672131 0.242424242424242 0.709219858156028 0.427719821162444 0.2600341588386 0.516666666666667
151 1 0.764705882352941 0.522613065326633 0.59016393442623 0 0 0.464977645305514 0.165243381725021 0.283333333333333
161 1 0.176470588235294 0.608040201005025 0.426229508196721 0 0 0.536512667660209 0.0209222886421862 0.0666666666666667
171 1 0.176470588235294 0.869346733668342 0.639344262295082 0.393939393939394 0.218676122931442 0.503725782414307 0.380871050384287 0.166666666666667
